Date,Minimum temperature (C),Maximum temperature (C),Rainfall (mm),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,Temperature (C) 9am,Relative humidity (%) 9am,Cloud amount (oktas) 9am,Wind direction 9am,Wind speed (km/h) 9am,MSL pressure (hPa) 9am,Temperature (C) 3pm,Relative humidity (%) 3pm,Cloud amount (oktas) 3pm,Wind direction 3pm,Wind speed (km/h) 3pm,MSL pressure (hPa) 3pm,Rainfall Tomorrow (mm),Rain Tomorrow,Season,Temperature delta,Relative humidity delta,Cloud amount delta,Wind speed delta,MSL pressure delta,Temperature range
2018-01-7,15.3,40.6,0.0,NW,52.0,850.0,28.6,37,0.0,WNW,4,1014.2,37.4,17.0,1.0,NNW,31,1010.6,0.0,False,SUMMER,-8.8,20.0,-1.0,-27,3.6,25.3
2018-01-8,22.6,32.8,0.0,NW,63.0,931.0,25.4,54,8.0,WNW,6,1013.9,31.8,35.0,5.0,WNW,19,1011.5,0.2,True,SUMMER,-6.4,19.0,3.0,-13,2.4,10.2
2018-01-9,18.5,32.0,0.2,WNW,46.0,658.0,22.3,65,2.0,WNW,6,1012.4,30.9,36.0,3.0,NW,28,1009.4,5.0,True,SUMMER,-8.6,29.0,-1.0,-22,3.0,13.5
2018-01-10,15.6,26.0,5.0,E,37.0,1091.0,17.0,80,8.0,ENE,15,1018.1,25.4,45.0,1.0,NNE,13,1015.7,0.0,False,SUMMER,-8.4,35.0,7.0,2,2.4,10.4
2018-01-11,15.1,32.0,0.0,WNW,35.0,810.0,18.8,64,8.0,SE,9,1017.0,29.5,43.0,7.0,NNW,17,1013.6,0.0,False,SUMMER,-10.7,21.0,1.0,-8,3.4,16.9
2018-01-12,17.9,35.0,0.0,WNW,67.0,1020.0,21.4,75,8.0,ESE,4,1012.1,32.3,35.0,8.0,N,26,1006.3,3.0,True,SUMMER,-10.9,40.0,0.0,-22,5.8,17.1
2018-01-13,19.2,24.8,3.0,NW,56.0,526.0,21.5,79,8.0,NNW,31,1000.3,23.5,35.0,0.0,WNW,31,1001.1,4.6,True,SUMMER,-2.0,44.0,8.0,0,-0.8,5.6
2018-01-14,9.1,20.4,4.6,S,46.0,64.0,14.0,55,3.0,SSE,24,1008.9,17.8,45.0,7.0,S,30,1011.4,0.0,False,SUMMER,-3.8,10.0,-4.0,-6,-2.5,11.3
2018-01-15,8.3,26.0,0.0,S,56.0,950.0,13.4,59,8.0,S,26,1016.0,24.6,43.0,0.0,SSE,30,1013.7,0.0,False,SUMMER,-11.2,16.0,8.0,-4,2.3,17.7
2018-01-16,10.9,25.4,0.0,SE,44.0,613.0,15.5,49,0.0,SE,9,1020.2,24.4,27.0,0.0,S,24,1017.1,0.0,False,SUMMER,-8.9,22.0,0.0,-15,3.1,14.5
2018-01-17,7.2,30.3,0.0,SW,41.0,815.0,16.3,50,0.0,ESE,15,1019.1,27.3,12.0,0.0,W,13,1015.8,0.0,False,SUMMER,-11.0,38.0,0.0,2,3.3,23.1
2018-01-18,8.4,34.5,0.0,ENE,35.0,1150.0,18.2,54,0.0,WSW,7,1019.1,32.1,18.0,0.0,NW,9,1015.0,0.0,False,SUMMER,-13.9,36.0,0.0,-2,4.1,26.1
2018-01-19,11.0,38.6,0.0,ENE,43.0,1040.0,22.6,29,0.0,SE,9,1016.9,37.5,10.0,0.0,S,13,1012.6,0.0,False,SUMMER,-14.9,19.0,0.0,-4,4.3,27.6
2018-01-20,13.4,39.2,0.0,E,48.0,1025.0,25.1,28,0.0,S,9,1015.5,38.0,8.0,0.0,ENE,26,1011.7,0.0,False,SUMMER,-12.9,20.0,0.0,-17,3.8,25.8
2018-01-21,12.3,39.0,0.0,WNW,37.0,706.0,25.2,30,0.0,W,4,1013.2,37.3,8.0,0.0,NW,22,1008.9,0.0,False,SUMMER,-12.1,22.0,0.0,-18,4.3,26.7
2018-01-22,14.9,32.9,0.0,NW,33.0,619.0,23.5,45,8.0,CALM,0,1010.3,32.0,21.0,8.0,WNW,9,1009.3,0.0,False,SUMMER,-8.5,24.0,0.0,-9,1.0,18.0
2018-01-23,20.4,37.0,0.0,,,,24.9,46,7.0,SSW,7,1012.0,36.1,19.0,0.0,W,22,1008.6,7.4,True,SUMMER,-11.2,27.0,7.0,-15,3.4,16.6
2018-01-24,18.5,26.2,7.4,E,41.0,98.0,21.4,80,7.0,W,11,1010.9,25.2,57.0,7.0,S,6,1011.3,0.8,True,SUMMER,-3.8,23.0,0.0,5,-0.4,7.7
2018-01-25,17.8,31.7,0.8,WSW,46.0,780.0,21.8,70,3.0,SE,7,1012.2,30.3,36.0,4.0,SSW,20,1009.7,0.0,False,SUMMER,-8.5,34.0,-1.0,-13,2.5,13.9
2018-01-26,16.6,32.9,0.0,E,54.0,1032.0,23.4,71,0.0,NW,6,1012.1,29.7,37.0,3.0,SW,24,1009.1,0.0,False,SUMMER,-6.3,34.0,-3.0,-18,3.0,16.3
2018-01-27,17.7,29.7,0.0,E,52.0,1053.0,23.1,69,8.0,WSW,7,1013.8,28.5,42.0,8.0,W,15,1011.3,0.0,False,SUMMER,-5.4,27.0,0.0,-8,2.5,12.0
2018-01-28,21.2,32.2,0.0,NE,39.0,1023.0,24.2,67,8.0,ENE,13,1014.1,30.5,43.0,8.0,NE,15,1010.2,0.0,False,SUMMER,-6.3,24.0,0.0,-2,3.9,11.0
2018-01-29,14.4,33.8,0.0,NNW,31.0,633.0,21.1,67,0.0,SSW,7,1013.6,33.2,24.0,0.0,WNW,17,1008.6,0.0,False,SUMMER,-12.1,43.0,0.0,-10,5.0,19.4
2018-01-30,15.2,33.3,0.0,WNW,41.0,708.0,22.3,68,0.0,NNW,6,1007.3,30.8,33.0,8.0,WSW,24,1002.9,17.0,True,SUMMER,-8.5,35.0,-8.0,-18,4.4,18.1
2018-01-31,12.8,25.5,17.0,ESE,37.0,986.0,14.4,68,7.0,SSE,19,1008.3,22.9,32.0,0.0,SE,13,1006.2,0.0,False,SUMMER,-8.5,36.0,7.0,6,2.1,12.7
2018-02-1,6.9,22.2,0.0,SE,44.0,1420.0,13.6,53,0.0,SSE,17,1014.4,20.5,36.0,6.0,ESE,19,1012.9,0.0,False,SUMMER,-6.9,17.0,-6.0,-2,1.5,15.3
2018-02-2,7.3,25.6,0.0,NE,41.0,1020.0,15.2,64,1.0,SSW,9,1017.4,24.4,33.0,6.0,N,7,1014.3,0.0,False,SUMMER,-9.2,31.0,-5.0,2,3.1,18.3
2018-02-3,10.4,24.8,0.0,ESE,41.0,936.0,16.7,58,3.0,SSE,15,1020.6,23.3,38.0,8.0,SE,19,1018.6,0.0,False,SUMMER,-6.6,20.0,-5.0,-4,2.0,14.4
2018-02-4,12.3,27.4,0.0,NNE,39.0,838.0,17.6,55,0.0,SE,11,1023.2,25.9,33.0,2.0,NNE,26,1019.3,0.0,False,SUMMER,-8.3,22.0,-2.0,-15,3.9,15.1
2018-02-5,9.9,30.8,0.0,ENE,37.0,1107.0,17.3,70,0.0,CALM,0,1020.7,28.5,29.0,0.0,WNW,17,1016.1,0.0,False,SUMMER,-11.2,41.0,0.0,-17,4.6,20.9
2018-02-6,12.0,28.2,0.0,E,39.0,1165.0,16.1,59,7.0,S,6,1020.0,26.7,29.0,1.0,W,19,1017.4,0.0,False,SUMMER,-10.6,30.0,6.0,-13,2.6,16.2
2018-02-7,12.6,32.5,0.0,NW,31.0,834.0,18.7,68,0.0,SSE,6,1020.7,30.2,25.0,8.0,NW,17,1017.0,0.0,False,SUMMER,-11.5,43.0,-8.0,-11,3.7,19.9
2018-02-8,14.2,35.4,0.0,NW,44.0,781.0,21.9,57,0.0,WNW,4,1018.5,34.3,22.0,4.0,NW,20,1013.7,0.0,False,SUMMER,-12.4,35.0,-4.0,-16,4.8,21.2
2018-02-9,20.1,36.0,0.0,SSE,41.0,813.0,25.9,43,1.0,NNE,6,1014.2,31.2,34.0,5.0,ESE,28,1011.0,2.0,True,SUMMER,-5.3,9.0,-4.0,-22,3.2,15.9
2018-02-10,12.1,34.5,2.0,SW,57.0,1178.0,19.6,70,0.0,SE,7,1011.3,33.5,23.0,0.0,NW,24,1005.7,0.4,True,SUMMER,-13.9,47.0,0.0,-17,5.6,22.4
2018-02-11,13.7,32.8,0.4,WNW,41.0,877.0,23.3,57,0.0,NE,9,1004.1,31.5,14.0,0.0,W,24,1001.8,0.0,False,SUMMER,-8.2,43.0,0.0,-15,2.3,19.1
2018-02-12,14.4,30.0,0.0,NW,44.0,874.0,18.1,68,2.0,NE,11,1007.6,29.1,18.0,0.0,NW,28,1005.4,0.0,False,SUMMER,-11.0,50.0,2.0,-17,2.2,15.6
2018-02-13,16.5,31.2,0.0,ENE,41.0,1087.0,18.5,72,7.0,ENE,11,1012.2,28.1,30.0,1.0,N,9,1008.2,0.0,False,SUMMER,-9.6,42.0,6.0,2,4.0,14.7
2018-02-14,12.6,31.9,0.0,W,72.0,843.0,19.6,76,0.0,N,4,1008.1,31.0,15.0,0.0,W,48,1005.2,0.0,False,SUMMER,-11.4,61.0,0.0,-44,2.9,19.3
2018-02-15,8.9,29.8,0.0,W,48.0,830.0,16.7,69,0.0,NNW,7,1014.0,29.1,9.0,0.0,WNW,33,1010.1,0.0,False,SUMMER,-12.4,60.0,0.0,-26,3.9,20.9
2018-02-16,15.7,29.7,0.0,WNW,44.0,836.0,20.2,35,0.0,NW,15,1010.7,28.1,23.0,0.0,WNW,33,1008.8,0.0,False,SUMMER,-7.9,12.0,0.0,-18,1.9,14.0
2018-02-17,12.3,32.0,0.0,NNW,37.0,790.0,18.7,66,0.0,NW,7,1014.1,29.4,20.0,0.0,NNW,15,1009.7,0.0,False,SUMMER,-10.7,46.0,0.0,-8,4.4,19.7
